module,menu_kind,call_offset,native_target_offset,native_word_runtime,removed_redirect,after_v064,guard_count,evidence
8,pause,0x000BB6BC,0x0007D104,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
8,minigame_pause,0x000B77D4,0x0007D104,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
9,pause,0x000AF8EC,0x000723B4,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
9,minigame_pause,0x000ABA04,0x000723B4,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
10,pause,0x000B3128,0x000758AC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
10,minigame_pause,0x000AF240,0x000758AC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
15,pause,0x00099168,0x0005DCFC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
15,minigame_pause,0x00095280,0x0005DCFC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
21,pause,0x00099168,0x0005DCFC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
21,minigame_pause,0x00095280,0x0005DCFC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
22,pause,0x000A3ECC,0x000682DC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
22,minigame_pause,0x0009FFE4,0x000682DC,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
23,pause,0x000A97E0,0x0006C51C,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
23,minigame_pause,0x000A58F8,0x0006C51C,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
24,pause,0x000ABE84,0x0006EBA4,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,65,v0.6.3 generated menu profile; no new vanilla RAM observation
24,minigame_pause,0x000A7F9C,0x0006EBA4,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,99,v0.6.3 generated menu profile; no new vanilla RAM observation
0,frontend,0x00019618,0x00004380,0x0C000000 | (((B + target_offset) >> 2) & 0x03FFFFFF),JAL(plugin_menu_hook[kind]),native call untouched by plugin,44,v0.6.3 generated menu profile; no new vanilla RAM observation
