cave_index,word_index,byte_offset,word,address_kind,original
0,0,0x00000000,0x3C013F00,plugin allocation; no vanilla game address,not applicable; injected code
0,42,0x000000A8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,43,0x000000AC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,44,0x000000B0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,45,0x000000B4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,46,0x000000B8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,47,0x000000BC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,48,0x000000C0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,49,0x000000C4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,50,0x000000C8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,51,0x000000CC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,52,0x000000D0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,53,0x000000D4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,54,0x000000D8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,55,0x000000DC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,56,0x000000E0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,57,0x000000E4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,58,0x000000E8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,59,0x000000EC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,60,0x000000F0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,61,0x000000F4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,62,0x000000F8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
0,63,0x000000FC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,0,0x00000000,0x3C013F00,plugin allocation; no vanilla game address,not applicable; injected code
1,1,0x00000004,0x44819000,plugin allocation; no vanilla game address,not applicable; injected code
1,2,0x00000008,0x46126B42,plugin allocation; no vanilla game address,not applicable; injected code
1,3,0x0000000C,0x460D6300,plugin allocation; no vanilla game address,not applicable; injected code
1,4,0x00000010,0xE62C0004,plugin allocation; no vanilla game address,not applicable; injected code
1,5,0x00000014,0x46127382,plugin allocation; no vanilla game address,not applicable; injected code
1,6,0x00000018,0xC60F0030,plugin allocation; no vanilla game address,not applicable; injected code
1,7,0x0000001C,0x460E7B80,plugin allocation; no vanilla game address,not applicable; injected code
1,8,0x00000020,0xE60E0030,plugin allocation; no vanilla game address,not applicable; injected code
1,9,0x00000024,0xC62C0004,plugin allocation; no vanilla game address,not applicable; injected code
1,10,0x00000028,0x46126302,plugin allocation; no vanilla game address,not applicable; injected code
1,11,0x0000002C,0xC60F0034,plugin allocation; no vanilla game address,not applicable; injected code
1,12,0x00000030,0x460C7B00,plugin allocation; no vanilla game address,not applicable; injected code
1,13,0x00000034,0xE60C0034,plugin allocation; no vanilla game address,not applicable; injected code
1,14,0x00000038,0xC62C0008,plugin allocation; no vanilla game address,not applicable; injected code
1,15,0x0000003C,0x46126302,plugin allocation; no vanilla game address,not applicable; injected code
1,16,0x00000040,0xC6100038,plugin allocation; no vanilla game address,not applicable; injected code
1,17,0x00000044,0x460C8300,plugin allocation; no vanilla game address,not applicable; injected code
1,18,0x00000048,0xE60C0038,plugin allocation; no vanilla game address,not applicable; injected code
1,19,0x0000004C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,20,0x00000050,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,21,0x00000054,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,22,0x00000058,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,23,0x0000005C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,24,0x00000060,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,25,0x00000064,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,26,0x00000068,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,27,0x0000006C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,28,0x00000070,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,29,0x00000074,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,30,0x00000078,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,31,0x0000007C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,32,0x00000080,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,33,0x00000084,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,34,0x00000088,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,35,0x0000008C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,36,0x00000090,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,37,0x00000094,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,38,0x00000098,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,39,0x0000009C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,40,0x000000A0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,41,0x000000A4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,42,0x000000A8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,43,0x000000AC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,44,0x000000B0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,45,0x000000B4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,46,0x000000B8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,47,0x000000BC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,48,0x000000C0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,49,0x000000C4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,50,0x000000C8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,51,0x000000CC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,52,0x000000D0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,53,0x000000D4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,54,0x000000D8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,55,0x000000DC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,56,0x000000E0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,57,0x000000E4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,58,0x000000E8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,59,0x000000EC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,60,0x000000F0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,61,0x000000F4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,62,0x000000F8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
1,63,0x000000FC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,0,0x00000000,0x3C013F00,plugin allocation; no vanilla game address,not applicable; injected code
2,1,0x00000004,0x44819800,plugin allocation; no vanilla game address,not applicable; injected code
2,2,0x00000008,0x46138B01,plugin allocation; no vanilla game address,not applicable; injected code
2,3,0x0000000C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,4,0x00000010,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,5,0x00000014,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,6,0x00000018,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,7,0x0000001C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,8,0x00000020,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,9,0x00000024,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,10,0x00000028,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,11,0x0000002C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,12,0x00000030,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,13,0x00000034,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,14,0x00000038,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,15,0x0000003C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,16,0x00000040,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,17,0x00000044,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,18,0x00000048,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,19,0x0000004C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,20,0x00000050,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,21,0x00000054,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,22,0x00000058,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,23,0x0000005C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,24,0x00000060,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,25,0x00000064,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,26,0x00000068,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,27,0x0000006C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,28,0x00000070,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,29,0x00000074,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,30,0x00000078,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,31,0x0000007C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,32,0x00000080,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,33,0x00000084,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,34,0x00000088,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,35,0x0000008C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,36,0x00000090,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,37,0x00000094,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,38,0x00000098,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,39,0x0000009C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,40,0x000000A0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,41,0x000000A4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,42,0x000000A8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,43,0x000000AC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,44,0x000000B0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,45,0x000000B4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,46,0x000000B8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,47,0x000000BC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,48,0x000000C0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,49,0x000000C4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,50,0x000000C8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,51,0x000000CC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,52,0x000000D0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,53,0x000000D4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,54,0x000000D8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,55,0x000000DC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,56,0x000000E0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,57,0x000000E4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,58,0x000000E8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,59,0x000000EC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,60,0x000000F0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,61,0x000000F4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,62,0x000000F8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
2,63,0x000000FC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,0,0x00000000,0x3C013F00,plugin allocation; no vanilla game address,not applicable; injected code
3,1,0x00000004,0x44819800,plugin allocation; no vanilla game address,not applicable; injected code
3,2,0x00000008,0x46136301,plugin allocation; no vanilla game address,not applicable; injected code
3,3,0x0000000C,0x4616603C,plugin allocation; no vanilla game address,not applicable; injected code
3,4,0x00000010,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,5,0x00000014,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,6,0x00000018,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,7,0x0000001C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,8,0x00000020,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,9,0x00000024,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,10,0x00000028,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,11,0x0000002C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,12,0x00000030,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,13,0x00000034,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,14,0x00000038,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,15,0x0000003C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,16,0x00000040,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,17,0x00000044,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,18,0x00000048,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,19,0x0000004C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,20,0x00000050,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,21,0x00000054,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,22,0x00000058,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,23,0x0000005C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,24,0x00000060,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,25,0x00000064,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,26,0x00000068,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,27,0x0000006C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,28,0x00000070,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,29,0x00000074,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,30,0x00000078,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,31,0x0000007C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,32,0x00000080,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,33,0x00000084,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,34,0x00000088,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,35,0x0000008C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,36,0x00000090,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,37,0x00000094,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,38,0x00000098,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,39,0x0000009C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,40,0x000000A0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,41,0x000000A4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,42,0x000000A8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,43,0x000000AC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,44,0x000000B0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,45,0x000000B4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,46,0x000000B8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,47,0x000000BC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,48,0x000000C0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,49,0x000000C4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,50,0x000000C8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,51,0x000000CC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,52,0x000000D0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,53,0x000000D4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,54,0x000000D8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,55,0x000000DC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,56,0x000000E0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,57,0x000000E4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,58,0x000000E8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,59,0x000000EC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,60,0x000000F0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,61,0x000000F4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,62,0x000000F8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
3,63,0x000000FC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,0,0x00000000,0x3C013F00,plugin allocation; no vanilla game address,not applicable; injected code
4,1,0x00000004,0x44819800,plugin allocation; no vanilla game address,not applicable; injected code
4,2,0x00000008,0x46136301,plugin allocation; no vanilla game address,not applicable; injected code
4,3,0x0000000C,0xE62C0008,plugin allocation; no vanilla game address,not applicable; injected code
4,4,0x00000010,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,5,0x00000014,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,6,0x00000018,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,7,0x0000001C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,8,0x00000020,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,9,0x00000024,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,10,0x00000028,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,11,0x0000002C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,12,0x00000030,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,13,0x00000034,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,14,0x00000038,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,15,0x0000003C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,16,0x00000040,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,17,0x00000044,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,18,0x00000048,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,19,0x0000004C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,20,0x00000050,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,21,0x00000054,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,22,0x00000058,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,23,0x0000005C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,24,0x00000060,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,25,0x00000064,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,26,0x00000068,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,27,0x0000006C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,28,0x00000070,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,29,0x00000074,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,30,0x00000078,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,31,0x0000007C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,32,0x00000080,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,33,0x00000084,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,34,0x00000088,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,35,0x0000008C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,36,0x00000090,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,37,0x00000094,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,38,0x00000098,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,39,0x0000009C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,40,0x000000A0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,41,0x000000A4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,42,0x000000A8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,43,0x000000AC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,44,0x000000B0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,45,0x000000B4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,46,0x000000B8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,47,0x000000BC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,48,0x000000C0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,49,0x000000C4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,50,0x000000C8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,51,0x000000CC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,52,0x000000D0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,53,0x000000D4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,54,0x000000D8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,55,0x000000DC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,56,0x000000E0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,57,0x000000E4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,58,0x000000E8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,59,0x000000EC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,60,0x000000F0,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,61,0x000000F4,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,62,0x000000F8,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
4,63,0x000000FC,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
5,0,0x00000000,0x3C013F00,plugin allocation; no vanilla game address,not applicable; injected code
5,1,0x00000004,0x44819800,plugin allocation; no vanilla game address,not applicable; injected code
5,2,0x00000008,0xC62C0010,plugin allocation; no vanilla game address,not applicable; injected code
5,3,0x0000000C,0x46136301,plugin allocation; no vanilla game address,not applicable; injected code
5,4,0x00000010,0x4614603C,plugin allocation; no vanilla game address,not applicable; injected code
5,5,0x00000014,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
5,6,0x00000018,0x45000002,plugin allocation; no vanilla game address,not applicable; injected code
5,7,0x0000001C,0xE62C0010,plugin allocation; no vanilla game address,not applicable; injected code
5,8,0x00000020,0xE6340010,plugin allocation; no vanilla game address,not applicable; injected code
5,9,0x00000024,0xC62C0018,plugin allocation; no vanilla game address,not applicable; injected code
5,10,0x00000028,0x46136301,plugin allocation; no vanilla game address,not applicable; injected code
5,11,0x0000002C,0x4614603C,plugin allocation; no vanilla game address,not applicable; injected code
5,12,0x00000030,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
5,13,0x00000034,0x45000002,plugin allocation; no vanilla game address,not applicable; injected code
5,14,0x00000038,0xE62C0018,plugin allocation; no vanilla game address,not applicable; injected code
5,15,0x0000003C,0xE6340018,plugin allocation; no vanilla game address,not applicable; injected code
5,16,0x00000040,0xC62C0014,plugin allocation; no vanilla game address,not applicable; injected code
5,17,0x00000044,0x46136301,plugin allocation; no vanilla game address,not applicable; injected code
5,18,0x00000048,0x4614603C,plugin allocation; no vanilla game address,not applicable; injected code
5,19,0x0000004C,0x00000000,plugin allocation; no vanilla game address,not applicable; injected code
5,20,0x00000050,0x45000002,plugin allocation; no vanilla game address,not applicable; injected code
